image,source,headline,label,explanation,Inaccurate reasoning (Yes/No),Explanation states opinion (Yes/No),Explanation uses commonsense reasoning (Yes/No),Explanation uses knowledge of specific events (Yes/No),Explanation uses domain knowledge (Yes/No)
"Misleading/non-medical/The Hill Is Wrong, Climate Change Is Grossly Overemphasized as a Factor Causing Wildfires2022-08-26-19-35-21.jpg",CLIMATEREALISM.COM,"The Hill Is Wrong, Climate Change Is Grossly Overemphasized as a Factor Causing Wildfires",False,"Scientific consensus indicates that climate change significantly contributes to the severity and frequency of wildfires. Rising global temperatures result in drier conditions, making forests more susceptible to fire. While other factors such as forest management and human activity also play roles, disregarding the substantial impact of climate change on wildfires is inaccurate. Thus, stating that the emphasis on climate change as a factor causing wildfires is 'grossly overemphasized' is false.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/donald-trump-jr-tells-young-conservatives-that-following-jesus-command-to-turn-the-other-cheek-has-g2022-10-18-22-58-19.jpg,BAPTISTNEWS.COM,Donald Trump Jr: tells young conservatives that following Jesus' command to 'turn the other cheek' has 'gotten us nothing',False,"There is no public record, video, or social media post that supports the claim that Donald Trump Jr. said young conservatives got 'nothing' from following Jesus' command to 'turn the other cheek.' This statement appears to be fabricated or taken out of context as it does not match any of his known speeches or interviews.",No,No,Yes,Yes,Yes
Misleading/non-medical/desantis-signs-bill-requiring-survey-of-florida-students-professors-on-their-political-views2022-08-25-17-04-17.jpg,SALON.COM,"DeSantis signs bill requiring survey of Florida students, professors on their political views",False,"The headline is misleading. While Florida Governor Ron DeSantis did sign a bill related to higher education, it does not explicitly require students or professors to disclose their political beliefs. The main purpose of the bill is to assess 'intellectual freedom and viewpoint diversity,' not to collect data on individual political affiliations.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/columbia-university-hosting-separate-graduation-ceremonies-based-on-income-level-race-ethnicities2022-10-18-21-53-36.jpg,FOXNEWS.COM,"Columbia University hosting 6 separate graduation ceremonies based on income level, race, ethnicities",False,"While Columbia University is hosting separate graduation ceremonies, they are not organized by income level, race, or ethnicity. The ceremonies are identity-specific celebrations held in addition to the main commencement ceremony. They are optional and meant to provide inclusive spaces where students can celebrate their achievements with those who share similar experiences and challenges, not to segregate or discriminate.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/joe-biden-who-president-fauci2022-08-25-17-03-56.jpg,BREITBART.COM,Joe Biden: ‘Who’s President? Fauci’,False,"This headline is false because the decision-making power within the U.S. presidency rests with Joe Biden, not Dr. Anthony Fauci. While Dr. Fauci, as the chief medical advisor, provides guidance and expertise on health matters, he does not hold presidential authority and decision-making power.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/media-misses-reporters-refuse-to-recognize-leftist-mob-rule2022-10-18-23-16-00.jpg,DAILYSIGNAL.COM,Media Misses: Reporters Refuse to Recognize Leftist ‘Mob’ Rule,False,"This headline is misleading because it assumes a universal behavior among all reporters, which is not accurate. Reporters have varying perspectives based on their individual judgment and the principles of the news organizations they represent. Further, calling it 'mob' rule includes a prejudiced undertone that may not accurately reflect situations or leftist activism as a whole.",No,No,Yes,No,Yes
Misleading/non-medical/man-who-slammed-trump-for-racist-immigration-policies-killed-by-illegal-immigrant-police-say2022-10-18-20-21-45.jpg,PLURALIST.COM,Man Who Slammed Trump for 'Racist' Immigration Policies Killed by Illegal Immigrant; Police Say,False,"This headline is false because it implies a direct causation between the man's views on immigration policies and his death. The immigration status of the perpetrator is irrelevant to the victim's political opinions. It wrongly suggests that opposing certain immigration policies inherently leads to harm by undocumented immigrants, which lacks factual and statistical support.",No,No,Yes,No,Yes
Misleading/non-medical/media-hides-secret-in-5-trillion-spending-bill2022-10-18-20-21-12.jpg,DAILYSIGNAL.COM,"Media Hides Secret in $3.5 Trillion Spending Bill The $3.5 trillion spending bill will pay each journalist up to $50,000 annually.",False,"While the $3.5 trillion spending bill includes a range of measures across various sectors, there is no provision that stipulates paying journalists an annual sum of $50,000. Such a claim is likely based on misinformation or misunderstanding of the bill's contents. Remember to stay critical of headlines and always seek out verified sources.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/Oh The Places The Woke Will Go_ Dr. Seuss Canceled For ‘Racial Undertones’2022-08-26-19-33-38.jpg,DAILYWIRE.COM,Oh The Places The Woke Will Go: Dr. Seuss Canceled For ‘Racial Undertones’,False,"The Dr. Seuss Enterprise announced the discontinuation of six books due to racially insensitive imagery, not the entirety of Dr. Seuss's work. The decision was not enforced by external woke culture but self-determined by the organization. Therefore, the claim of Dr. Seuss being 'canceled' is overstated and inaccurate.",No,No,Yes,Yes,Yes
Misleading/non-medical/republicans-could-have-taken-moral-stand-against-trump-racism-they-didn-now-they-re-worried2022-10-18-23-21-28.jpg,DAILYKOS.COM,Republicans could have taken a moral stand against Trump’s racism. They didn't-now they're worried,False,"This headline assumes that all Republicans support Trump and condone racism, which is an overgeneralization. It is false as there have been Republicans who have both publicly and privately disagreed with Trump's statements and actions, demonstrating different stances within the party. Concerning racial issues, some Republicans have shown their commitment to racial equality and justice.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/Biblical Scholar Donald Trump Jr. Tells Young Conservatives That Following the Bible Has ‘Gotten Us Nothing’2022-08-26-22-10-10.jpg,RELEVANTMAGAZINE.COM,Biblical Scholar Donald Trump Jr: Tells Young Conservatives That Following the Bible Has 'Gotten Us Nothing',False,"This headline is false because Donald Trump Jr. is not a biblical scholar. He is a businessman and former reality television personality. The quote regarding the Bible has also been misrepresented or taken out of context, thus altering its original meaning.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/United Nations advises staff against using ‘war’ or ‘invasion’ regarding Ukraine2022-08-26-19-33-20.jpg,IRISHTIMES.COM,United Nations advises staff against using 'war' or 'invasion' regarding Ukraine,False,There is no credible reporting or official communication confirming that the United Nations has advised its staff against using the terms 'war' or 'invasion' regarding the situation in Ukraine. The UN generally upholds principles of neutrality and accurate reporting in addressing global conflicts.,Yes,No,Yes,No,Yes
Misleading/non-medical/Media Hides Secret in $3.5 Trillion Spending Bill2022-08-26-19-35-30.jpg,DAILYSIGNAL.COM,Media Hides Secret in $3.5 Trillion Spending Bill,False,"This headline is misleading because it implies the media is deliberately obscuring information about the $3.5 trillion spending bill. In reality, news outlets have extensively reported on this legislation, including its costs and potential impacts. Suggesting that there is a 'secret' concealed from the public fuels mistrust without evidence to support such a claim.",No,No,Yes,Yes,Yes
Misleading/non-medical/biden-claim-of-being-teacher-at-penn-drew-scrutiny-here-what-his-role-really-was2022-08-25-17-04-26.jpg,THEDP.COM,Biden's claim of being a 'teacher' at Penn drew scrutiny: Here's what his role really was.,False,"The headline is false because Biden indeed held a position at the University of Pennsylvania. After his vice presidency, he was named the ""Benjamin Franklin Presidential Practice Professor"" at Penn. Though he didn't technically teach, his role involved leading discussions, seminars, and policy forums. It is a matter of semantics rather than a falsehood.",No,No,Yes,Yes,Yes
Misleading/non-medical/the-republican-base-is-fine-with-racism-and-corruption-it-up-to-the-rest-of-us-to-stop-it2022-10-18-23-21-48.jpg,DAILYKOS.COM,The Republican base is fine with racism and corruption. It's up to the rest of us to stop it,False,"This headline is false as it generalizes all members of the Republican base as being fine with racism and corruption, which is a hasty generalization and factually incorrect. It's not fair, accurate, or productive to categorize an entire political party or its supporters based on the actions or beliefs of a few. Different individuals within any political base hold diverse views and should not be automatically associated with extremes.",Yes,No,Yes,No,Yes
Misleading/non-medical/Operation ‘Pineapple Express’ – Rogue Team of Retired US Vets Rescue Afghan Allies During Secret Missions Conducted BEHIND BIDEN’S BACK2022-08-26-22-10-53.jpg,THEGATEWAYPUNDIT.COM,Operation ‘Pineapple Express’ - Rogue Team of Retired US Vets Rescue Afghan Allies During Secret Missions,False,"While the retired US vets did carry out an operation known as 'Pineapple Express,' it's not accurate to call them a 'rogue team.' They were working with the U.S. government's knowledge and tacit approval, and the mission didn't contravene any national laws or military regulations. The mission's purpose was indeed to rescue Afghan allies, but 'secret' is somewhat misleading as the operation was reported in the media.",No,No,Yes,Yes,Yes
